251,Marcus Foligno,BUF,L,16,2,4,6,-8,18,0,0,0,0,18,11.1,16:24,19.6,47.9
252,Brad Marchand,BOS,L,17,2,4,6,-1,12,0,0,2,0,25,8.0,15:10,20.9,0.0
253,Mikael Backlund,CGY,C,16,2,4,6,-3,6,0,1,0,0,29,6.9,15:58,22.9,46.2
254,Justin Abdelkader,DET,L,18,2,4,6,+0,4,0,0,1,0,45,4.4,14:03,19.1,50.0
255,Brandon Sutter,PIT,C,17,2,4,6,-2,4,0,0,0,0,25,8.0,14:36,20.3,52.7
256,Loui Eriksson,BOS,L,12,2,4,6,+4,2,0,0,1,0,27,7.4,17:00,21.3,0.0
257,Matthew Nieto,SJS,L,15,2,4,6,+0,2,0,0,1,0,30,6.7,11:49,18.5,0.0
258,Andrew MacDonald,NYI,D,18,1,5,6,-6,10,0,0,1,0,22,4.5,26:41,28.3,0.0
259,Travis Hamonic,NYI,D,18,1,5,6,-3,14,0,0,0,0,38,2.6,24:39,27.4,0.0
260,Paul Martin,PIT,D,16,1,5,6,+0,8,0,0,0,0,20,5.0,25:51,26.9,0.0
261,Brooks Orpik,PIT,D,17,1,5,6,+4,8,0,0,0,0,14,7.1,22:41,26.0,0.0
262,Danny DeKeyser,DET,D,18,1,5,6,+6,10,0,1,0,0,23,4.3,21:05,30.5,0.0
263,Jared Spurgeon,MIN,D,18,1,5,6,+2,4,1,0,0,0,26,3.8,21:05,28.6,0.0
264,Johnny Oduya,CHI,D,18,1,5,6,+5,4,0,0,1,0,19,5.3,20:34,29.3,0.0
265,Jakub Kindl,DET,D,18,1,5,6,-4,6,0,0,0,0,29,3.4,19:02,25.7,0.0
266,Radko Gudas,TBL,D,17,1,5,6,+6,57,1,0,0,0,26,3.8,19:58,25.2,0.0
267,Daniel Winnik,ANA,C,19,1,5,6,+0,8,0,0,0,0,30,3.3,15:39,21.7,42.4
268,Fedor Tyutin,CBJ,D,13,1,5,6,-3,4,0,0,0,0,15,6.7,20:53,24.3,0.0
269,Brian Boyle,NYR,C,17,1,5,6,-1,14,0,0,0,0,42,2.4,15:36,22.5,56.4
270,Eric Fehr,WSH,R,14,1,5,6,-5,4,0,0,0,0,23,4.3,13:08,17.8,47.3
271,Carl Soderberg,BOS,C,11,1,5,6,+3,6,0,0,0,0,11,9.1,13:04,17.5,0.0
272,Justin Faulk,CAR,D,17,0,6,6,-5,6,0,0,0,0,24,0.0,23:57,29.6,0.0
273,Mark Streit,PHI,D,16,0,6,6,-6,6,0,0,0,0,26,0.0,20:10,25.0,0.0
274,Patrick Wiercioch,OTT,D,13,0,6,6,+2,6,0,0,0,0,23,0.0,16:57,21.8,0.0
275,Eric Nystrom,NSH,L,17,4,1,5,-4,21,0,1,1,0,33,12.1,16:03,21.8,0.0
276,Zack Kassian,VAN,R,15,4,1,5,+1,26,0,0,0,0,18,22.2,12:25,16.9,33.3
277,Mika Zibanejad,OTT,C,9,4,1,5,-1,2,1,0,0,0,21,19.0,13:28,18.1,47.6
278,John Carlson,WSH,D,18,3,2,5,-5,4,1,0,0,0,43,7.0,23:06,26.7,0.0
279,Matt Read,PHI,R,16,3,2,5,-7,6,0,1,0,0,43,7.0,19:32,24.8,25.0
280,Chris Kelly,BOS,C,17,3,2,5,+2,6,0,1,0,0,15,20.0,15:06,21.1,49.6
281,Ondrej Palat,TBL,L,17,3,2,5,-1,2,0,0,1,0,24,12.5,14:04,19.9,6.7
282,David Jones,CGY,R,13,3,2,5,-3,8,0,0,0,0,29,10.3,17:14,25.2,63.3
283,Craig Adams,PIT,R,17,3,2,5,+2,13,0,0,0,0,24,12.5,12:46,17.4,33.3
284,Jeff Petry,EDM,D,19,2,3,5,-11,10,0,0,0,0,22,9.1,22:10,27.2,0.0
285,Jack Johnson,CBJ,D,16,2,3,5,-8,14,2,0,0,0,29,6.9,22:52,24.2,0.0
286,Jan Hejda,COL,D,16,2,3,5,+16,4,0,0,0,0,23,8.7,22:38,29.2,0.0
287,Slava Voynov,LAK,D,17,2,3,5,-2,8,0,0,0,0,34,5.9,20:45,26.1,0.0
288,Tyler Ennis,BUF,C,19,2,3,5,-6,8,1,0,0,0,32,6.3,18:04,19.8,46.3
289,Kyle Brodziak,MIN,C,18,2,3,5,+3,8,0,0,0,0,24,8.3,16:23,23.7,56.8
290,Travis Zajac,NJD,C,15,2,3,5,-3,4,1,0,0,0,28,7.1,18:51,24.9,50.6
291,Shawn Horcoff,DAL,C,17,2,3,5,-3,18,1,0,0,0,22,9.1,14:16,19.1,46.4
292,Johan Franzen,DET,C,13,2,3,5,-2,8,2,0,1,0,26,7.7,16:34,21.8,59.2
293,Scottie Upshall,FLA,R,15,2,3,5,-5,14,0,0,0,0,19,10.5,14:01,20.1,16.7
294,Chris Stewart,STL,R,15,2,3,5,-1,48,0,0,0,0,31,6.5,13:35,18.8,66.7
295,Tanner Glass,PIT,L,17,2,3,5,+0,29,0,0,0,0,16,12.5,11:20,15.5,66.7
296,Vernon Fiddler,DAL,C,17,2,3,5,-5,6,0,0,0,0,21,9.5,11:07,18.3,53.7
297,Nick Bjugstad,FLA,C,12,2,3,5,+1,6,0,0,0,0,20,10.0,13:07,18.9,52.8
298,Brock Nelson,NYI,C,12,2,3,5,+0,4,1,0,0,0,11,18.2,10:42,14.9,100.0
299,Ben Smith,CHI,R,11,2,3,5,+3,0,0,0,0,0,11,18.2,10:16,14.5,28.6
300,Tyler Toffoli,LAK,C,3,2,3,5,+3,0,0,0,1,0,11,18.2,17:27,21.7,0.0
301,Andy Greene,NJD,D,17,1,4,5,-4,4,1,0,1,0,23,4.3,24:51,29.5,0.0
302,Hampus Lindholm,ANA,D,17,1,4,5,+15,6,0,0,0,0,31,3.2,19:16,24.7,0.0
303,Paul Ranger,TOR,D,17,1,4,5,+5,16,0,1,0,0,18,5.6,19:12,26.2,0.0
304,Sami Salo,TBL,D,16,1,4,5,+3,10,0,0,0,0,13,7.7,20:06,27.2,0.0
305,Sami Vatanen,ANA,D,16,1,4,5,+3,6,0,0,0,0,25,4.0,18:12,24.1,0.0
306,Mark Scheifele,WPG,C,19,1,4,5,-1,0,1,0,0,0,27,3.7,15:14,18.4,39.8
307,TJ Galiardi,CGY,L,17,1,4,5,-2,12,0,0,0,0,30,3.3,16:52,25.1,44.4
308,Jakub Voracek,PHI,R,16,1,4,5,-1,2,0,0,0,0,29,3.4,17:51,21.8,0.0
309,Wayne Simmonds,PHI,R,16,1,4,5,-10,31,1,0,0,0,34,2.9,16:22,20.1,0.0
310,Patrik Berglund,STL,C,15,1,4,5,+2,10,0,0,0,0,28,3.6,16:07,23.9,47.4
311,Valeri Nichushkin,DAL,R,16,1,4,5,+0,4,0,0,0,0,20,5.0,14:57,18.9,0.0
312,Zemgus Girgensons,BUF,C,18,1,4,5,+0,2,0,0,0,0,23,4.3,13:17,17.3,66.7
313,Erik Cole,DAL,L,17,1,4,5,-11,4,0,0,0,0,23,4.3,13:36,18.4,46.2
314,Sven Baertschi,CGY,L,14,1,4,5,-1,2,0,0,0,0,16,6.3,13:50,19.1,0.0
315,Andrew Desjardins,SJS,C,17,1,4,5,+0,26,0,0,0,0,22,4.5,10:12,14.9,53.0
316,Matt Stajan,CGY,C,9,1,4,5,-1,6,0,0,0,0,7,14.3,18:48,28.4,50.0
317,James Sheppard,SJS,L,15,1,4,5,-1,12,0,0,0,0,18,5.6,10:43,16.4,33.3
318,Eric Gelinas,NJD,D,8,1,4,5,+1,2,1,0,0,0,23,4.3,18:54,25.8,0.0
319,Filip Forsberg,NSH,C,11,1,4,5,-8,2,1,0,0,0,20,5.0,11:51,15.1,0.0
320,Cody McCormick,BUF,C,15,1,4,5,-2,34,0,0,0,0,15,6.7,8:17,11.9,46.2
321,Philip Larsen,EDM,D,5,1,4,5,-4,2,0,0,0,0,12,8.3,21:28,24.8,0.0
322,Joe Corvo,OTT,D,7,1,4,5,+2,2,0,0,0,0,13,7.7,14:56,20.1,0.0
323,Francois Beauchemin,ANA,D,19,0,5,5,+17,17,0,0,0,0,17,0.0,22:15,27.3,0.0
324,Dennis Seidenberg,BOS,D,17,0,5,5,+11,4,0,0,0,0,30,0.0,22:16,27.4,0.0
325,Bryan Allen,ANA,D,19,0,5,5,+11,21,0,0,0,0,19,0.0,18:58,25.7,0.0
326,Chris Phillips,OTT,D,17,0,5,5,+0,6,0,0,0,0,28,0.0,20:57,26.6,0.0
327,Nicklas Grossmann,PHI,D,16,0,5,5,-2,12,0,0,0,0,12,0.0,19:18,26.4,0.0
328,Morgan Rielly,TOR,D,14,0,5,5,-3,6,0,0,0,0,21,0.0,17:28,24.9,0.0
329,Martin Erat,WSH,R,18,0,5,5,+0,2,0,0,0,0,12,0.0,12:56,18.0,50.0
330,Zack Smith,OTT,C,17,3,1,4,+0,23,0,0,1,0,28,10.7,15:33,22.4,54.9
331,Kris Letang,PIT,D,8,3,1,4,-4,8,3,0,1,0,21,14.3,24:30,25.1,0.0
332,Ryan Smyth,EDM,L,12,3,1,4,-8,8,1,0,0,0,29,10.3,15:06,21.1,30.0
333,Jordan Nolan,LAK,C,14,3,1,4,+0,10,0,0,0,0,16,18.8,8:34,12.1,0.0
334,Justin Braun,SJS,D,17,2,2,4,+11,4,1,0,1,0,24,8.3,22:01,28.8,0.0
335,Steve Ott,BUF,C,19,2,2,4,-9,26,1,0,1,0,34,5.9,19:11,23.2,48.2
336,Marc Methot,OTT,D,17,2,2,4,-1,8,0,0,1,0,24,8.3,20:52,26.8,0.0
337,Ron Hainsey,CAR,D,17,2,2,4,-5,4,0,0,1,0,21,9.5,20:08,26.4,0.0
338,Jordan Staal,CAR,C,17,2,2,4,-3,6,1,0,0,0,32,6.3,19:31,26.6,51.0
339,Scott Hannan,SJS,D,16,2,2,4,+3,8,0,0,0,0,17,11.8,18:56,24.6,0.0
340,Dany Heatley,MIN,L,18,2,2,4,+0,10,2,0,0,0,31,6.5,15:22,19.2,60.0
341,Matt Cullen,NSH,C,17,2,2,4,-7,8,0,0,0,0,35,5.7,16:15,21.2,57.3
342,Dainius Zubrus,NJD,C,17,2,2,4,+3,12,0,0,0,0,22,9.1,16:07,22.6,51.7
343,Nail Yakupov,EDM,R,17,2,2,4,-14,8,2,0,0,0,31,6.5,15:28,21.4,0.0
344,Benoit Pouliot,NYR,L,17,2,2,4,+0,29,1,0,1,0,25,8.0,12:51,19.1,77.8
345,Jarret Stoll,LAK,C,15,2,2,4,+1,10,1,0,0,0,20,10.0,14:30,21.9,55.7
346,Patrick Maroon,ANA,L,14,2,2,4,+4,17,0,0,0,0,27,7.4,12:40,15.6,50.0
347,Jannik Hansen,VAN,R,11,2,2,4,-2,8,0,0,1,0,20,10.0,16:01,21.8,14.3
348,Brandon Bollig,CHI,L,18,2,2,4,+4,27,0,0,1,0,23,8.7,9:08,14.2,0.0
349,Kyle Chipchura,PHX,C,18,2,2,4,-4,18,0,0,0,0,14,14.3,9:04,13.0,49.4
350,TJ Brodie,CGY,D,17,1,3,4,-6,0,1,0,1,0,27,3.7,23:38,31.8,0.0
351,Tyler Myers,BUF,D,19,1,3,4,-8,31,0,0,0,0,25,4.0,21:02,25.8,0.0
352,Josh Gorges,MTL,D,18,1,3,4,+2,4,0,0,0,0,11,9.1,20:36,27.3,0.0
353,Thomas Hickey,NYI,D,18,1,3,4,+4,10,0,0,0,0,24,4.2,18:03,23.9,0.0
354,Jordie Benn,DAL,D,17,1,3,4,+1,0,1,0,0,0,27,3.7,18:47,24.4,100.0
355,Cory Sarich,COL,D,16,1,3,4,+7,17,0,0,0,0,12,8.3,17:58,25.3,0.0
356,Michael Del Zotto,NYR,D,15,1,3,4,-3,2,0,0,0,0,23,4.3,18:36,23.2,0.0
357,Matt Donovan,NYI,D,15,1,3,4,-4,4,1,0,0,0,22,4.5,17:00,21.9,0.0
358,Mark Letestu,CBJ,C,16,1,3,4,-3,2,1,0,0,0,19,5.3,15:08,19.8,52.6
359,Andrei Loktionov,NJD,C,16,1,3,4,-2,2,0,0,1,0,13,7.7,14:24,19.1,42.4
360,Peter Regin,NYI,C,18,1,3,4,-3,16,0,0,0,0,20,5.0,12:27,17.3,42.2
361,Jamie McBain,BUF,D,11,1,3,4,-4,2,1,0,0,0,10,10.0,19:28,22.5,0.0
362,Matt Frattin,LAK,R,16,1,3,4,-6,9,0,0,0,0,20,5.0,12:56,17.8,50.0
363,Ryan Ellis,NSH,D,15,1,3,4,+0,6,0,0,1,0,19,5.3,13:47,18.2,0.0
364,Scott Gomez,FLA,C,15,1,3,4,-4,8,0,0,0,0,14,7.1,13:41,18.1,40.2
365,Joe Colborne,CGY,C,16,1,3,4,-1,4,0,0,0,0,16,6.3,12:49,18.3,42.2
366,Torrey Mitchell,MIN,C,18,1,3,4,-1,6,0,0,0,0,22,4.5,10:17,16.6,55.6
367,Matt Halischuk,WPG,R,16,1,3,4,-4,4,0,0,1,0,19,5.3,10:47,15.4,0.0
368,Erik Condra,OTT,R,13,1,3,4,-4,2,0,0,0,0,6,16.7,10:58,16.5,0.0
369,Christian Ehrhoff,BUF,D,18,0,4,4,-3,4,0,0,0,0,32,0.0,24:10,26.7,0.0
370,Zbynek Michalek,PHX,D,18,0,4,4,+8,10,0,0,0,0,26,0.0,21:53,28.1,0.0
371,Tom Gilbert,FLA,D,18,0,4,4,+1,2,0,0,0,0,25,0.0,21:19,26.1,0.0
372,Mattias Ekholm,NSH,D,17,0,4,4,-4,0,0,0,0,0,18,0.0,18:33,24.7,0.0
373,Steve Oleksy,WSH,D,16,0,4,4,+1,34,0,0,0,0,15,0.0,15:48,19.8,0.0
374,David Savard,CBJ,D,13,0,4,4,+4,2,0,0,0,0,13,0.0,17:31,20.6,0.0
375,Ryan Wilson,COL,D,10,0,4,4,+2,4,0,0,0,0,8,0.0,16:48,22.8,0.0
376,Joe Vitale,PIT,C,16,0,4,4,+1,13,0,0,0,0,11,0.0,10:02,13.9,55.8
377,Keith Ballard,MIN,D,9,0,4,4,+6,9,0,0,0,0,6,0.0,15:54,20.9,0.0
378,Paul Gaustad,NSH,C,17,3,0,3,-3,12,0,0,0,0,19,15.8,14:42,21.5,59.8
379,Michael Stone,PHX,D,12,3,0,3,-3,0,1,0,1,0,14,21.4,18:51,24.0,0.0
380,Radek Dvorak,CAR,R,14,3,0,3,+5,8,0,0,2,0,12,25.0,12:48,18.8,80.0
381,Tye McGinn,PHI,L,6,3,0,3,+1,4,0,0,0,0,8,37.5,12:39,17.2,0.0
382,Braydon Coburn,PHI,D,16,2,1,3,-5,10,0,0,2,0,15,13.3,22:07,29.1,0.0
383,Jared Cowen,OTT,D,17,2,1,3,+3,16,0,0,0,0,8,25.0,20:27,26.2,0.0
384,Alex Goligoski,DAL,D,16,2,1,3,-7,8,1,0,0,0,26,7.7,21:18,25.0,0.0
385,Brooks Laich,WSH,C,18,2,1,3,-9,2,0,0,1,0,28,7.1,17:47,23.7,45.4
386,Ryan Murray,CBJ,D,16,2,1,3,+3,4,1,0,0,0,15,13.3,18:06,21.3,0.0
387,Brian Flynn,BUF,C,19,2,1,3,-3,0,0,0,0,0,27,7.4,15:01,19.7,40.9
388,Stephen Weiss,DET,C,17,2,1,3,-3,6,0,0,1,1,22,9.1,15:44,22.4,51.7
389,Henrik Tallinder,BUF,D,14,2,1,3,-5,14,0,0,0,0,13,15.4,18:30,24.1,100.0
390,Matt Greene,LAK,D,15,2,1,3,+5,8,0,0,0,0,14,14.3,16:51,25.1,0.0
391,Lauri Korpikoski,PHX,L,15,2,1,3,-3,12,0,0,0,0,23,8.7,15:40,22.6,25.0
392,John Mitchell,COL,C,16,2,1,3,+0,4,0,0,1,0,23,8.7,14:29,19.0,53.1
393,Cory Conacher,OTT,L,17,2,1,3,+4,6,0,0,1,1,21,9.5,12:06,17.1,100.0
394,Derek Dorsett,NYR,R,17,2,1,3,-4,73,0,0,0,0,27,7.4,11:48,16.9,0.0
395,Saku Koivu,ANA,C,12,2,1,3,-1,2,0,0,0,0,13,15.4,15:33,22.6,50.5
396,Daniel Paille,BOS,L,17,2,1,3,+0,0,0,0,0,0,10,20.0,10:23,14.2,75.0
397,Mikhail Grigorenko,BUF,C,14,2,1,3,-3,2,0,0,0,0,17,11.8,11:25,14.6,51.5
398,Max Pacioretty,MTL,L,9,2,1,3,-5,4,1,0,0,0,32,6.3,17:06,23.6,0.0
399,Tomas Tatar,DET,L,10,2,1,3,+1,0,0,0,1,0,19,10.5,12:51,17.9,50.0
400,Will Acton,EDM,C,16,2,1,3,+2,14,0,0,0,0,10,20.0,7:46,14.7,47.2
401,Ryan Jones,EDM,L,11,2,1,3,+2,13,0,0,1,0,17,11.8,10:40,17.5,0.0
402,Ryan Reaves,STL,R,15,2,1,3,+4,50,0,0,0,0,9,22.2,7:35,11.3,100.0
403,Brandon Prust,MTL,L,8,2,1,3,+3,12,0,0,2,0,10,20.0,13:07,18.4,33.3
404,Brenden Morrow,STL,L,9,2,1,3,-2,12,1,0,1,0,10,20.0,11:11,16.6,0.0
405,Patrick Bordeleau,COL,L,16,2,1,3,+4,19,0,0,1,0,3,66.7,5:15,7.9,0.0
406,Jayson Megna,PIT,C,6,2,1,3,+0,0,0,0,0,0,11,18.2,11:30,15.2,0.0
407,Dmitry Kulikov,FLA,D,18,1,2,3,-9,29,0,0,0,0,21,4.8,19:59,23.6,0.0
408,Trevor Daley,DAL,D,17,1,2,3,-4,14,0,0,0,0,30,3.3,19:13,24.2,0.0
409,Chris Butler,CGY,D,17,1,2,3,-3,6,0,0,0,0,28,3.6,18:54,26.0,0.0
410,Daniel Cleary,DET,R,18,1,2,3,+1,8,0,0,1,0,22,4.5,14:37,21.3,20.0
411,Olli Maatta,PIT,D,17,1,2,3,-1,4,0,0,0,0,18,5.6,14:52,19.8,0.0
412,Shawn Matthias,FLA,C,18,1,2,3,-4,6,0,0,0,0,27,3.7,13:35,18.4,40.7
413,Jay Harrison,CAR,D,16,1,2,3,+1,17,0,0,0,0,18,5.6,15:16,19.6,0.0
414,Adam McQuaid,BOS,D,15,1,2,3,+7,33,0,0,0,0,8,12.5,15:26,21.9,0.0
415,Steve Bernier,NJD,R,17,1,2,3,-8,0,0,0,0,0,30,3.3,13:36,19.4,60.0
416,David Schlemko,PHX,D,12,1,2,3,+0,8,0,0,0,0,22,4.5,17:07,23.3,0.0
417,Gabriel Bourque,NSH,L,15,1,2,3,-5,2,0,0,0,0,24,4.2,13:33,19.3,0.0
418,Jonathan Ericsson,DET,D,9,1,2,3,+4,8,0,0,0,0,12,8.3,22:09,30.2,0.0
419,Nick Spaling,NSH,C,13,1,2,3,-1,4,0,1,0,0,15,6.7,14:56,21.5,55.6
420,Antoine Roussel,DAL,L,17,1,2,3,-5,52,0,0,0,0,18,5.6,11:16,16.8,33.3
421,Nate Thompson,TBL,C,17,1,2,3,+5,13,0,1,0,0,18,5.6,10:47,17.0,53.4
422,Eric Gryba,OTT,D,10,1,2,3,+5,8,0,0,0,0,11,9.1,16:27,23.6,0.0
423,Lubomir Visnovsky,NYI,D,8,1,2,3,+3,2,1,0,0,0,11,9.1,20:00,21.4,0.0
424,Eric Tangradi,WPG,L,15,1,2,3,-1,11,0,0,0,0,23,4.3,10:20,14.7,100.0
425,David Booth,VAN,L,11,1,2,3,+3,0,0,0,0,0,12,8.3,13:11,18.1,50.0
426,Tom Wilson,WSH,R,18,1,2,3,-1,42,1,0,0,0,24,4.2,7:16,10.7,0.0
427,Erik Gustafsson,PHI,D,7,1,2,3,+0,0,0,0,0,0,14,7.1,18:35,24.3,0.0
428,Michal Handzus,CHI,C,9,1,2,3,+0,6,0,0,1,0,9,11.1,13:18,18.3,53.6
429,Daniel Briere,MTL,C,8,1,2,3,+2,8,1,0,0,0,14,7.1,13:47,17.8,51.1
430,Dale Weise,VAN,R,12,1,2,3,-4,2,0,0,0,0,5,20.0,7:46,11.3,0.0
431,Zach Bogosian,WPG,D,19,0,3,3,+7,14,0,0,0,0,49,0.0,23:07,27.4,0.0
432,Kyle Quincey,DET,D,18,0,3,3,-9,14,0,0,0,0,25,0.0,20:30,28.7,0.0
433,Jake Gardiner,TOR,D,17,0,3,3,+2,6,0,0,0,0,18,0.0,19:38,24.6,0.0
434,Johnny Boychuk,BOS,D,16,0,3,3,+7,8,0,0,0,0,25,0.0,20:45,25.7,0.0
435,Anton Belov,EDM,D,17,0,3,3,-7,22,0,0,0,0,18,0.0,19:22,23.6,0.0
436,Sean Couturier,PHI,C,16,0,3,3,-1,4,0,0,0,0,24,0.0,18:16,24.2,53.2
437,Anton Volchenkov,NJD,D,16,0,3,3,+2,8,0,0,0,0,13,0.0,17:17,22.1,0.0
438,Eric Brewer,TBL,D,17,0,3,3,+1,12,0,0,0,0,8,0.0,16:06,21.8,0.0
439,Nate Schmidt,WSH,D,14,0,3,3,+0,6,0,0,0,0,22,0.0,19:01,20.4,0.0
440,Marco Scandella,MIN,D,15,0,3,3,+5,8,0,0,0,0,18,0.0,17:30,25.6,0.0
441,Matt Irwin,SJS,D,14,0,3,3,+2,13,0,0,0,0,40,0.0,18:31,24.7,0.0
442,Clayton Stoner,MIN,D,16,0,3,3,+6,20,0,0,0,0,14,0.0,15:26,21.1,0.0
443,Colin Greening,OTT,L,17,0,3,3,+0,6,0,0,0,0,16,0.0,12:43,18.5,25.0
444,Brad Stuart,SJS,D,11,0,3,3,+1,6,0,0,0,0,14,0.0,19:19,26.0,0.0
445,Michal Rozsival,CHI,D,9,0,3,3,+2,10,0,0,0,0,7,0.0,15:17,20.7,0.0
446,Marc-Andre Cliche,COL,C,10,0,3,3,+3,0,0,0,0,0,9,0.0,8:31,13.4,28.1
447,Cody McLeod,COL,L,11,0,3,3,+4,32,0,0,0,0,8,0.0,7:43,11.4,0.0
448,Paul Bissonnette,PHX,L,12,0,3,3,+2,7,0,0,0,0,4,0.0,4:31,6.8,100.0
449,Tim Kennedy,PHX,L,6,0,3,3,+1,0,0,0,0,0,3,0.0,7:20,10.8,23.5
450,Rick Nash,NYR,L,3,0,3,3,+0,5,0,0,0,0,9,0.0,13:00,19.7,0.0
451,Matt Martin,NYI,L,18,2,0,2,-5,22,0,0,0,0,37,5.4,13:39,18.9,33.3
452,Chris Neil,OTT,R,17,2,0,2,+1,39,0,0,0,0,21,9.5,11:48,17.3,0.0
453,Scott Hartnell,PHI,L,12,2,0,2,-3,6,1,0,0,0,31,6.5,16:15,19.1,0.0
454,Chuck Kobasew,PIT,R,12,2,0,2,+3,2,0,0,2,0,18,11.1,12:32,17.1,50.0
455,Boone Jenner,CBJ,C,9,2,0,2,+0,10,2,0,0,0,16,12.5,13:08,16.3,100.0
456,Deryk Engelland,PIT,D,11,2,0,2,-5,17,0,0,1,0,11,18.2,9:11,13.1,0.0
457,Taylor Fedun,EDM,D,4,2,0,2,-1,0,0,0,0,0,6,33.3,12:12,16.3,0.0
458,Cam Janssen,NJD,R,3,2,0,2,+2,0,0,0,0,0,3,66.7,4:53,8.0,0.0
459,Stephane Robidas,DAL,D,17,1,1,2,+3,10,0,0,0,0,23,4.3,20:26,25.4,0.0
460,Marc Staal,NYR,D,17,1,1,2,-6,4,1,0,0,0,22,4.5,19:58,26.4,100.0
461,Ladislav Smid,EDM,D,17,1,1,2,-6,16,0,0,0,0,6,16.7,17:53,23.9,0.0
462,John Moore,NYR,D,17,1,1,2,+1,8,0,0,1,0,30,3.3,16:22,21.5,0.0
463,Maxime Talbot,"PHI, COL",C,16,1,1,2,+0,6,0,0,0,0,24,4.2,15:26,21.3,56.5
464,Riley Nash,CAR,C,16,1,1,2,+1,0,0,0,0,0,14,7.1,13:44,20.6,45.7
465,Drew Miller,DET,L,18,1,1,2,-9,7,0,0,0,0,18,5.6,12:04,17.2,60.0
466,Matt Gilroy,FLA,D,12,1,1,2,-3,4,0,0,0,0,22,4.5,17:00,21.8,0.0
467,Blake Comeau,CBJ,L,16,1,1,2,-5,13,0,0,0,0,25,4.0,12:09,15.8,45.4
468,Jacob Trouba,WPG,D,8,1,1,2,-3,2,0,0,0,0,15,6.7,21:15,24.4,0.0
469,Drayson Bowman,CAR,L,17,1,1,2,+1,2,0,0,0,0,16,6.3,9:55,14.1,50.0
470,J.T. Miller,NYR,C,12,1,1,2,-3,8,0,0,0,0,15,6.7,12:01,16.9,50.0
471,Viktor Stalberg,NSH,L,11,1,1,2,-2,2,0,0,0,0,19,5.3,12:45,18.0,0.0
472,Lance Bouma,CGY,L,15,1,1,2,-1,13,0,0,0,0,13,7.7,9:07,15.5,0.0
473,Cal Clutterbuck,NYI,R,12,1,1,2,-2,10,0,0,0,0,23,4.3,11:16,16.4,40.0
474,Daniel Carcillo,LAK,L,13,1,1,2,-2,27,0,0,1,0,14,7.1,9:57,13.8,100.0
475,Matt Dumba,MIN,D,10,1,1,2,-3,2,1,0,0,0,9,11.1,12:33,17.0,0.0
476,Sheldon Brookbank,CHI,D,10,1,1,2,+2,17,0,0,1,0,10,10.0,11:58,15.7,0.0
477,Elias Lindholm,CAR,C,10,1,1,2,-4,0,0,0,0,0,7,14.3,11:39,16.3,47.0
478,Charlie Coyle,MIN,C,6,1,1,2,-3,4,1,0,0,0,12,8.3,16:23,20.3,38.9
479,Maxim Lapierre,STL,C,10,1,1,2,+3,22,0,0,0,0,7,14.3,9:46,13.5,52.5
480,Luke Gazdic,EDM,L,17,1,1,2,+2,45,0,0,0,0,8,12.5,5:30,8.8,0.0
481,Marty Havlat,SJS,R,5,1,1,2,+0,0,0,0,0,0,7,14.3,15:15,21.2,0.0
482,Josh Leivo,TOR,L,7,1,1,2,+0,0,0,0,0,0,4,25.0,9:51,14.7,0.0
483,Mark Pysyk,BUF,D,19,0,2,2,-5,4,0,0,0,0,24,0.0,20:54,25.9,0.0
484,Karl Alzner,WSH,D,18,0,2,2,-2,10,0,0,0,0,24,0.0,21:15,25.3,0.0
485,Robyn Regehr,LAK,D,17,0,2,2,+3,10,0,0,0,0,23,0.0,19:36,28.6,0.0
486,Anton Stralman,NYR,D,17,0,2,2,+1,8,0,0,0,0,25,0.0,19:16,25.4,0.0
487,Sergei Gonchar,DAL,D,17,0,2,2,-7,6,0,0,0,0,18,0.0,18:40,22.4,0.0
488,Francis Bouillon,MTL,D,18,0,2,2,-8,13,0,0,0,0,11,0.0,17:24,22.9,0.0
489,Nate Guenin,COL,D,16,0,2,2,+6,8,0,0,0,0,15,0.0,17:14,24.4,0.0
490,Barret Jackman,STL,D,14,0,2,2,+3,20,0,0,0,0,14,0.0,17:39,24.1,0.0
491,Jordan Leopold,STL,D,13,0,2,2,+1,4,0,0,0,0,20,0.0,15:44,21.4,0.0
492,Bryce Salvador,NJD,D,9,0,2,2,-1,9,0,0,0,0,7,0.0,21:46,25.9,0.0
493,Andrej Sustr,TBL,D,12,0,2,2,+1,4,0,0,0,0,12,0.0,15:37,19.3,0.0
494,Mark Stuart,WPG,D,12,0,2,2,+2,8,0,0,0,0,7,0.0,15:31,20.2,0.0
495,Shane O'Brien,CGY,D,17,0,2,2,-2,27,0,0,0,0,6,0.0,10:16,15.9,0.0
496,Tuomo Ruutu,CAR,R,12,0,2,2,-7,14,0,0,0,0,14,0.0,13:48,19.0,42.8
497,Ryan Carter,NJD,C,14,0,2,2,-5,12,0,0,0,0,15,0.0,11:37,17.0,31.2
498,Matt Carkner,NYI,D,12,0,2,2,-4,30,0,0,0,0,18,0.0,13:08,19.3,0.0
499,Travis Moen,MTL,L,13,0,2,2,-1,14,0,0,0,0,14,0.0,11:22,17.4,0.0
500,B.J. Crombeen,TBL,R,15,0,2,2,+0,14,0,0,0,0,9,0.0,9:46,14.4,0.0
501,Alexandre Burrows,VAN,L,8,0,2,2,-4,7,0,0,0,0,26,0.0,18:10,25.0,54.2
